identifier_Id,identifier_fips,identifier_apn,identifier_attomId,address_country,address_countrySubd,address_line1,address_line2,address_locality,address_matchCode,address_oneLine,address_postal1,address_postal2,address_postal3,location_accuracy,location_latitude,location_longitude,location_distance,location_geoid,location_geoIdV4_CO,location_geoIdV4_CS,location_geoIdV4_DB,location_geoIdV4_N1,location_geoIdV4_N2,location_geoIdV4_PL,location_geoIdV4_SB,location_geoIdV4_ZI,vintage_lastModified,vintage_pubDate,location_geoIdV4_N4,location_geoIdV4_N3
30267,36061,00754-1004,30267,US,NY,357 W 30TH ST APT 4,"NEW YORK, NY 10001",NEW YORK,ExaStr,"357 W 30TH ST APT 4, NEW YORK, NY 10001",10001,2747,C015,Rooftop,40.750786,-73.997399,0.0,"CO36061, CS3644919, ND0000571715, ND0000571725, PL3651000, SB0000105725, SB0000139184, SB0000142786, SB0000151673, ZI10001",760ad60f6671cbf0429ae9806042b545,3bc7a8ca32a4da6a7beb95fb4949fbf5,e35b0afc81cc59e43ff809102442a118,f9be93d2c511d894d208f7c02a07cad6,a4faa972f6740d3f5ac99821b8f6900f,219ca739bd6e73f7e89c24edb7eee9f7,"0da99c90906851a2939dd57c4f024d90, 5c9d8e0696905ac087187b9a082331fc",68ba326151c3c611de1214ea0bf07a58,2025-06-24,2025-06-24,,
398087,36061,00779-0045,398087,US,NY,360 7TH AVE,"NEW YORK, NY 10001",NEW YORK,ExaStr,"360 7TH AVE, NEW YORK, NY 10001",10001,5011,C013,Rooftop,40.748494,-73.992803,0.0,"CO36061, CS3644919, DB3600077, ND0000571715, ND0000571725, PL3651000, SB0000105725, SB0000139184, SB0000142786, SB0000151673, ZI10001",760ad60f6671cbf0429ae9806042b545,3bc7a8ca32a4da6a7beb95fb4949fbf5,e35b0afc81cc59e43ff809102442a118,f9be93d2c511d894d208f7c02a07cad6,a4faa972f6740d3f5ac99821b8f6900f,219ca739bd6e73f7e89c24edb7eee9f7,"0da99c90906851a2939dd57c4f024d90, 5c9d8e0696905ac087187b9a082331fc",68ba326151c3c611de1214ea0bf07a58,2025-06-24,2025-06-24,,
1395391,36061,00804-0017,1395391,US,NY,135 W 28TH ST,"NEW YORK, NY 10001",NEW YORK,ExaStr,"135 W 28TH ST, NEW YORK, NY 10001",10001,6118,C041,Rooftop,40.746915,-73.992015,0.0,"CO36061, CS3644919, DB3600077, ND0000571715, ND0000571725, PL3651000, RS0004908758, SB0000105725, SB0000139184, SB0000142786, SB0000151673, ZI10001",760ad60f6671cbf0429ae9806042b545,3bc7a8ca32a4da6a7beb95fb4949fbf5,e35b0afc81cc59e43ff809102442a118,f9be93d2c511d894d208f7c02a07cad6,a4faa972f6740d3f5ac99821b8f6900f,219ca739bd6e73f7e89c24edb7eee9f7,"0da99c90906851a2939dd57c4f024d90, 5c9d8e0696905ac087187b9a082331fc",68ba326151c3c611de1214ea0bf07a58,2025-06-24,2025-06-24,65a250cbbc1deea61978fa1528cc59ff,
1395418,36061,00753-0016,1395418,US,NY,339 W 29TH ST,"NEW YORK, NY 10001",NEW YORK,ExaStr,"339 W 29TH ST, NEW YORK, NY 10001",10001,4777,C056,Rooftop,40.749972,-73.997350,0.0,"CO36061, CS3644919, DB3600077, ND0000571715, ND0000571725, PL3651000, SB0000105725, SB0000139184, SB0000142786, SB0000151673, ZI10001",760ad60f6671cbf0429ae9806042b545,3bc7a8ca32a4da6a7beb95fb4949fbf5,e35b0afc81cc59e43ff809102442a118,f9be93d2c511d894d208f7c02a07cad6,a4faa972f6740d3f5ac99821b8f6900f,219ca739bd6e73f7e89c24edb7eee9f7,"0da99c90906851a2939dd57c4f024d90, 5c9d8e0696905ac087187b9a082331fc",68ba326151c3c611de1214ea0bf07a58,2025-06-24,2025-06-24,,
1528817,36061,00802-0077,1528817,US,NY,299 7TH AVE,"NEW YORK, NY 10001",NEW YORK,ExaStr,"299 7TH AVE, NEW YORK, NY 10001",10001,6009,C010,Rooftop,40.746411,-73.993621,0.0,"CO36061, CS3644919, DB3600077, ND0000571715, ND0000571725, PL3651000, SB0000105725, SB0000139184, SB0000142786, SB0000151673, ZI10001",760ad60f6671cbf0429ae9806042b545,3bc7a8ca32a4da6a7beb95fb4949fbf5,e35b0afc81cc59e43ff809102442a118,f9be93d2c511d894d208f7c02a07cad6,a4faa972f6740d3f5ac99821b8f6900f,219ca739bd6e73f7e89c24edb7eee9f7,"0da99c90906851a2939dd57c4f024d90, 5c9d8e0696905ac087187b9a082331fc",68ba326151c3c611de1214ea0bf07a58,2025-06-24,2025-06-24,,
2392117,36061,00831-0055,2392117,US,NY,28 W 30TH ST,"NEW YORK, NY 10001",NEW YORK,ExaStr,"28 W 30TH ST, NEW YORK, NY 10001",10001,4442,C058,Rooftop,40.746316,-73.987913,0.0,"CO36061, CS3644919, DB3600077, ND0000128985, ND0000571725, PL3651000, SB0000105725, SB0000139184, SB0000142786, SB0000151673, ZI10001",760ad60f6671cbf0429ae9806042b545,3bc7a8ca32a4da6a7beb95fb4949fbf5,e35b0afc81cc59e43ff809102442a118,f9be93d2c511d894d208f7c02a07cad6,d9090896e5748a57261791296d353f1c,219ca739bd6e73f7e89c24edb7eee9f7,"0da99c90906851a2939dd57c4f024d90, 5c9d8e0696905ac087187b9a082331fc",68ba326151c3c611de1214ea0bf07a58,2025-06-24,2025-06-24,,
2392120,36061,00834-0021,2392120,US,NY,37 W 32ND ST,"NEW YORK, NY 10001",NEW YORK,ExaStr,"37 W 32ND ST, NEW YORK, NY 10001",10001,3801,C021,Rooftop,40.748112,-73.987205,0.0,"CO36061, CS3644919, DB3600077, ND0000006500, ND0000571725, PL3651000, SB0000105725, SB0000139184, SB0000142786, SB0000151673, ZI10001",760ad60f6671cbf0429ae9806042b545,3bc7a8ca32a4da6a7beb95fb4949fbf5,e35b0afc81cc59e43ff809102442a118,f9be93d2c511d894d208f7c02a07cad6,624115f06414ff7101a233008d3ef4f7,219ca739bd6e73f7e89c24edb7eee9f7,"0da99c90906851a2939dd57c4f024d90, 5c9d8e0696905ac087187b9a082331fc",68ba326151c3c611de1214ea0bf07a58,2025-06-24,2025-06-24,,
4004758,36061,00774-0081,4004758,US,NY,280 W 25TH ST,"NEW YORK, NY 10001",NEW YORK,ExaStr,"280 W 25TH ST, NEW YORK, NY 10001",10001,7304,C004,Rooftop,40.746290,-73.997263,0.0,"CO36061, CS3644919, DB3600077, ND0000571715, ND0000571725, PL3651000, SB0000105724, SB0000105755, SB0000139184, SB0000142786, ZI10001",760ad60f6671cbf0429ae9806042b545,3bc7a8ca32a4da6a7beb95fb4949fbf5,e35b0afc81cc59e43ff809102442a118,f9be93d2c511d894d208f7c02a07cad6,a4faa972f6740d3f5ac99821b8f6900f,219ca739bd6e73f7e89c24edb7eee9f7,"914b9683cc42a2caa566b928411a49bd, 58f953f161fe1bc7a61a6e6570068681, 5c9d8e0696905ac087187b9a082331fc",68ba326151c3c611de1214ea0bf07a58,2025-06-24,2025-06-24,,
4149343,36061,00803-0046,4149343,US,NY,108 W 28TH ST,"NEW YORK, NY 10001",NEW YORK,ExaStr,"108 W 28TH ST, NEW YORK, NY 10001",10001,6101,C041,Rooftop,40.746093,-73.991221,0.0,"CO36061, CS3644919, DB3600077, ND0000571715, ND0000571725, PL3651000, SB0000105725, SB0000139184, SB0000142786, SB0000151673, ZI10001",760ad60f6671cbf0429ae9806042b545,3bc7a8ca32a4da6a7beb95fb4949fbf5,e35b0afc81cc59e43ff809102442a118,f9be93d2c511d894d208f7c02a07cad6,a4faa972f6740d3f5ac99821b8f6900f,219ca739bd6e73f7e89c24edb7eee9f7,"0da99c90906851a2939dd57c4f024d90, 5c9d8e0696905ac087187b9a082331fc",68ba326151c3c611de1214ea0bf07a58,2025-06-24,2025-06-24,,
4155506,36061,00829-0042,4155506,US,NY,246 5TH AVE,"NEW YORK, NY 10001",NEW YORK,ExaStr,"246 5TH AVE, NEW YORK, NY 10001",10001,7603,C051,Rooftop,40.744758,-73.987757,0.0,"CO36061, CS3644919, DB3600077, ND0000128985, ND0000571725, PL3651000, SB0000105725, SB0000139184, SB0000142786, SB0000151673, ZI10001",760ad60f6671cbf0429ae9806042b545,3bc7a8ca32a4da6a7beb95fb4949fbf5,e35b0afc81cc59e43ff809102442a118,f9be93d2c511d894d208f7c02a07cad6,d9090896e5748a57261791296d353f1c,219ca739bd6e73f7e89c24edb7eee9f7,"0da99c90906851a2939dd57c4f024d90, 5c9d8e0696905ac087187b9a082331fc",68ba326151c3c611de1214ea0bf07a58,2025-06-24,2025-06-24,,
4187609,36061,00804-0043,4187609,US,NY,102 W 29TH ST,"NEW YORK, NY 10001",NEW YORK,ExaStr,"102 W 29TH ST, NEW YORK, NY 10001",10001,5314,C002,Rooftop,40.746639,-73.990598,0.0,"CO36061, CS3644919, DB3600077, ND0000571715, ND0000571725, PL3651000, SB0000105725, SB0000139184, SB0000142786, SB0000151673, ZI10001",760ad60f6671cbf0429ae9806042b545,3bc7a8ca32a4da6a7beb95fb4949fbf5,e35b0afc81cc59e43ff809102442a118,f9be93d2c511d894d208f7c02a07cad6,a4faa972f6740d3f5ac99821b8f6900f,219ca739bd6e73f7e89c24edb7eee9f7,"0da99c90906851a2939dd57c4f024d90, 5c9d8e0696905ac087187b9a082331fc",68ba326151c3c611de1214ea0bf07a58,2025-06-24,2025-06-24,,
4187613,36061,00803-0045,4187613,US,NY,106 W 28TH ST,"NEW YORK, NY 10001",NEW YORK,ExaStr,"106 W 28TH ST, NEW YORK, NY 10001",10001,6147,C041,Rooftop,40.746066,-73.991158,0.0,"CO36061, CS3644919, DB3600077, ND0000571715, ND0000571725, PL3651000, SB0000105725, SB0000139184, SB0000142786, SB0000151673, ZI10001",760ad60f6671cbf0429ae9806042b545,3bc7a8ca32a4da6a7beb95fb4949fbf5,e35b0afc81cc59e43ff809102442a118,f9be93d2c511d894d208f7c02a07cad6,a4faa972f6740d3f5ac99821b8f6900f,219ca739bd6e73f7e89c24edb7eee9f7,"0da99c90906851a2939dd57c4f024d90, 5c9d8e0696905ac087187b9a082331fc",68ba326151c3c611de1214ea0bf07a58,2025-06-24,2025-06-24,,
4187614,36061,00803-0047,4187614,US,NY,110 W 28TH ST,"NEW YORK, NY 10001",NEW YORK,ExaStr,"110 W 28TH ST, NEW YORK, NY 10001",10001,6101,C041,Rooftop,40.746120,-73.991284,0.0,"CO36061, CS3644919, DB3600077, ND0000571715, ND0000571725, PL3651000, SB0000105725, SB0000139184, SB0000142786, SB0000151673, ZI10001",760ad60f6671cbf0429ae9806042b545,3bc7a8ca32a4da6a7beb95fb4949fbf5,e35b0afc81cc59e43ff809102442a118,f9be93d2c511d894d208f7c02a07cad6,a4faa972f6740d3f5ac99821b8f6900f,219ca739bd6e73f7e89c24edb7eee9f7,"5c9d8e0696905ac087187b9a082331fc, 0da99c90906851a2939dd57c4f024d90",68ba326151c3c611de1214ea0bf07a58,2025-06-24,2025-06-24,,
4187617,36061,00803-0051,4187617,US,NY,118 W 28TH ST,"NEW YORK, NY 10001",NEW YORK,ExaStr,"118 W 28TH ST, NEW YORK, NY 10001",10001,6101,C041,Rooftop,40.746226,-73.991538,0.0,"CO36061, CS3644919, DB3600077, ND0000571715, ND0000571725, PL3651000, SB0000105725, SB0000139184, SB0000142786, SB0000151673, ZI10001",760ad60f6671cbf0429ae9806042b545,3bc7a8ca32a4da6a7beb95fb4949fbf5,e35b0afc81cc59e43ff809102442a118,f9be93d2c511d894d208f7c02a07cad6,a4faa972f6740d3f5ac99821b8f6900f,219ca739bd6e73f7e89c24edb7eee9f7,"5c9d8e0696905ac087187b9a082331fc, 0da99c90906851a2939dd57c4f024d90",68ba326151c3c611de1214ea0bf07a58,2025-06-24,2025-06-24,,
4187622,36061,00804-0032,4187622,US,NY,105 W 28TH ST,"NEW YORK, NY 10001",NEW YORK,ExaStr,"105 W 28TH ST, NEW YORK, NY 10001",10001,6153,C041,Rooftop,40.746472,-73.990957,0.0,"CO36061, CS3644919, DB3600077, ND0000571715, ND0000571725, PL3651000, SB0000105725, SB0000139184, SB0000142786, SB0000151673, ZI10001",760ad60f6671cbf0429ae9806042b545,3bc7a8ca32a4da6a7beb95fb4949fbf5,e35b0afc81cc59e43ff809102442a118,f9be93d2c511d894d208f7c02a07cad6,a4faa972f6740d3f5ac99821b8f6900f,219ca739bd6e73f7e89c24edb7eee9f7,"5c9d8e0696905ac087187b9a082331fc, 0da99c90906851a2939dd57c4f024d90",68ba326151c3c611de1214ea0bf07a58,2025-06-24,2025-06-24,,
4292240,36061,00701-0023,4292240,US,NY,525 W 29TH ST,"NEW YORK, NY 10001",NEW YORK,ExaStr,"525 W 29TH ST, NEW YORK, NY 10001",10001,1335,C071,Rooftop,40.752183,-74.002598,0.0,"CO36061, CS3644919, ND0000571715, ND0000571725, PL3651000, SB0000105725, SB0000139184, SB0000142786, SB0000151673, ZI10001",760ad60f6671cbf0429ae9806042b545,3bc7a8ca32a4da6a7beb95fb4949fbf5,e35b0afc81cc59e43ff809102442a118,f9be93d2c511d894d208f7c02a07cad6,a4faa972f6740d3f5ac99821b8f6900f,219ca739bd6e73f7e89c24edb7eee9f7,"5c9d8e0696905ac087187b9a082331fc, 0da99c90906851a2939dd57c4f024d90",68ba326151c3c611de1214ea0bf07a58,2025-06-24,2025-06-24,,
4298372,36061,00722-0066,4298372,US,NY,448 W 25TH ST,"NEW YORK, NY 10001",NEW YORK,ExaStr,"448 W 25TH ST, NEW YORK, NY 10001",10001,6533,C028,Rooftop,40.748451,-74.002582,0.0,"CO36061, CS3644919, DB3600077, ND0000571715, ND0000571725, PL3651000, SB0000105725, SB0000139184, SB0000142786, SB0000151673, ZI10001",760ad60f6671cbf0429ae9806042b545,3bc7a8ca32a4da6a7beb95fb4949fbf5,e35b0afc81cc59e43ff809102442a118,f9be93d2c511d894d208f7c02a07cad6,a4faa972f6740d3f5ac99821b8f6900f,219ca739bd6e73f7e89c24edb7eee9f7,"0da99c90906851a2939dd57c4f024d90, 5c9d8e0696905ac087187b9a082331fc",68ba326151c3c611de1214ea0bf07a58,2025-06-24,2025-06-24,,
4671057,36061,00753-00134,4671057,US,NY,345 W 29TH ST APT 4,"NEW YORK, NY 10001",NEW YORK,ExaStr,"345 W 29TH ST APT 4, NEW YORK, NY 10001",10001,4780,C056,Rooftop,40.750058,-73.997556,0.0,"CO36061, CS3644919, DB3600077, ND0000571715, ND0000571725, PL3651000, SB0000105725, SB0000139184, SB0000142786, SB0000151673, ZI10001",760ad60f6671cbf0429ae9806042b545,3bc7a8ca32a4da6a7beb95fb4949fbf5,e35b0afc81cc59e43ff809102442a118,f9be93d2c511d894d208f7c02a07cad6,a4faa972f6740d3f5ac99821b8f6900f,219ca739bd6e73f7e89c24edb7eee9f7,"0da99c90906851a2939dd57c4f024d90, 5c9d8e0696905ac087187b9a082331fc",68ba326151c3c611de1214ea0bf07a58,2025-06-24,2025-06-24,,
7037367,36061,00753-0005,7037367,US,NY,340 9TH AVE,"NEW YORK, NY 10001",NEW YORK,ExaStr,"340 9TH AVE, NEW YORK, NY 10001",10001,1635,C035,Rooftop,40.750431,-73.998123,0.0,"CO36061, CS3644919, DB3600077, ND0000571715, ND0000571725, PL3651000, SB0000105725, SB0000139184, SB0000142786, SB0000151673, ZI10001",760ad60f6671cbf0429ae9806042b545,3bc7a8ca32a4da6a7beb95fb4949fbf5,e35b0afc81cc59e43ff809102442a118,f9be93d2c511d894d208f7c02a07cad6,a4faa972f6740d3f5ac99821b8f6900f,219ca739bd6e73f7e89c24edb7eee9f7,"0da99c90906851a2939dd57c4f024d90, 5c9d8e0696905ac087187b9a082331fc",68ba326151c3c611de1214ea0bf07a58,2025-06-24,2025-06-24,,
8274298,36061,00775-0002,8274298,US,NY,302 8TH AVE,"NEW YORK, NY 10001",NEW YORK,ExaStr,"302 8TH AVE, NEW YORK, NY 10001",10001,4813,C028,Rooftop,40.746614,-73.997129,0.0,"CO36061, CS3644919, DB3600077, ND0000571715, ND0000571725, PL3651000, SB0000105724, SB0000139184, SB0000142786, SB0000151673, ZI10001",760ad60f6671cbf0429ae9806042b545,3bc7a8ca32a4da6a7beb95fb4949fbf5,e35b0afc81cc59e43ff809102442a118,f9be93d2c511d894d208f7c02a07cad6,a4faa972f6740d3f5ac99821b8f6900f,219ca739bd6e73f7e89c24edb7eee9f7,"5c9d8e0696905ac087187b9a082331fc, 58f953f161fe1bc7a61a6e6570068681",68ba326151c3c611de1214ea0bf07a58,2025-06-24,2025-06-24,,
8724579,36061,00837-0009,8724579,US,NY,5761 W 35TH ST,"NEW YORK, NY 10001",NEW YORK,ExaStr,"5761 W 35TH ST, NEW YORK, NY 10001",10001,,C025,Rooftop,40.750312,-73.986379,0.0,"CO36061, CS3644919, DB3600077, ND0000571715, ND0000571725, PL3651000, SB0000105725, SB0000139184, SB0000142786, SB0000151673, ZI10001",760ad60f6671cbf0429ae9806042b545,3bc7a8ca32a4da6a7beb95fb4949fbf5,e35b0afc81cc59e43ff809102442a118,f9be93d2c511d894d208f7c02a07cad6,3d3ed76452b9dc53999b94803b0fd39a,219ca739bd6e73f7e89c24edb7eee9f7,"5c9d8e0696905ac087187b9a082331fc, 3938b27aea5cd4466136b5f2866c4595",8f53358731bb4815268abc48268b6ae8,2025-06-24,2025-06-24,,
9093780,36061,00754-0018,9093780,US,NY,341 W 30TH ST,"NEW YORK, NY 10001",NEW YORK,ExaStr,"341 W 30TH ST, NEW YORK, NY 10001",10001,2703,C015,Rooftop,40.750566,-73.996879,0.0,"CO36061, CS3644919, DB3600077, ND0000571715, ND0000571725, PL3651000, RS0004912954, SB0000105725, SB0000139184, SB0000142786, SB0000151673, ZI10001",760ad60f6671cbf0429ae9806042b545,3bc7a8ca32a4da6a7beb95fb4949fbf5,e35b0afc81cc59e43ff809102442a118,f9be93d2c511d894d208f7c02a07cad6,a4faa972f6740d3f5ac99821b8f6900f,219ca739bd6e73f7e89c24edb7eee9f7,"5c9d8e0696905ac087187b9a082331fc, 0da99c90906851a2939dd57c4f024d90",68ba326151c3c611de1214ea0bf07a58,2025-06-24,2025-06-24,ff90194c6057a96684d9433f1a0af0b9,
9477509,36061,00828-0039,9477509,US,NY,224 5TH AVE,"NEW YORK, NY 10001",NEW YORK,ExaStr,"224 5TH AVE, NEW YORK, NY 10001",10001,7705,C006,Rooftop,40.743873,-73.988288,0.0,"CO36061, CS3644919, DB3600077, ND0000128985, ND0000571725, PL3651000, SB0000105725, SB0000139184, SB0000142786, SB0000151673, ZI10001",760ad60f6671cbf0429ae9806042b545,3bc7a8ca32a4da6a7beb95fb4949fbf5,e35b0afc81cc59e43ff809102442a118,f9be93d2c511d894d208f7c02a07cad6,d9090896e5748a57261791296d353f1c,219ca739bd6e73f7e89c24edb7eee9f7,"5c9d8e0696905ac087187b9a082331fc, 0da99c90906851a2939dd57c4f024d90",68ba326151c3c611de1214ea0bf07a58,2025-06-24,2025-06-24,,
9565039,36061,00753-0011,9565039,US,NY,349 W 29TH ST,"NEW YORK, NY 10001",NEW YORK,ExaStr,"349 W 29TH ST, NEW YORK, NY 10001",10001,4782,C056,Rooftop,40.750118,-73.997697,0.0,"CO36061, CS3644919, DB3600077, ND0000571715, ND0000571725, PL3651000, SB0000105725, SB0000139184, SB0000142786, SB0000151673, ZI10001",760ad60f6671cbf0429ae9806042b545,3bc7a8ca32a4da6a7beb95fb4949fbf5,e35b0afc81cc59e43ff809102442a118,f9be93d2c511d894d208f7c02a07cad6,a4faa972f6740d3f5ac99821b8f6900f,219ca739bd6e73f7e89c24edb7eee9f7,"5c9d8e0696905ac087187b9a082331fc, 0da99c90906851a2939dd57c4f024d90",68ba326151c3c611de1214ea0bf07a58,2025-06-24,2025-06-24,,
10598254,36061,00832-0076,10598254,US,NY,54 W 31ST ST,"NEW YORK, NY 10001",NEW YORK,ExaStr,"54 W 31ST ST, NEW YORK, NY 10001",10001,3410,C052,Rooftop,40.747565,-73.988830,0.0,"CO36061, CS3644919, DB3600077, ND0000006500, ND0000571725, PL3651000, SB0000105725, SB0000139184, SB0000142786, SB0000151673, ZI10001",760ad60f6671cbf0429ae9806042b545,3bc7a8ca32a4da6a7beb95fb4949fbf5,e35b0afc81cc59e43ff809102442a118,f9be93d2c511d894d208f7c02a07cad6,624115f06414ff7101a233008d3ef4f7,219ca739bd6e73f7e89c24edb7eee9f7,"5c9d8e0696905ac087187b9a082331fc, 0da99c90906851a2939dd57c4f024d90",68ba326151c3c611de1214ea0bf07a58,2025-06-24,2025-06-24,,
10598256,36061,00754-0005,10598256,US,NY,360 9TH AVE,"NEW YORK, NY 10001",NEW YORK,ExaStr,"360 9TH AVE, NEW YORK, NY 10001",10001,1652,C053,Rooftop,40.751018,-73.997622,0.0,"CO36061, CS3644919, DB3600077, ND0000571715, ND0000571725, PL3651000, SB0000105725, SB0000139184, SB0000142786, SB0000151673, ZI10001",760ad60f6671cbf0429ae9806042b545,3bc7a8ca32a4da6a7beb95fb4949fbf5,e35b0afc81cc59e43ff809102442a118,f9be93d2c511d894d208f7c02a07cad6,a4faa972f6740d3f5ac99821b8f6900f,219ca739bd6e73f7e89c24edb7eee9f7,"5c9d8e0696905ac087187b9a082331fc, 0da99c90906851a2939dd57c4f024d90",68ba326151c3c611de1214ea0bf07a58,2025-06-24,2025-06-24,,
10598277,36061,00754-0014,10598277,US,NY,349 W 30TH ST,"NEW YORK, NY 10001",NEW YORK,ExaStr,"349 W 30TH ST, NEW YORK, NY 10001",10001,2703,C015,Rooftop,40.750686,-73.997163,0.0,"CO36061, CS3644919, ND0000571715, ND0000571725, PL3651000, SB0000105725, SB0000139184, SB0000142786, SB0000151673, ZI10001",760ad60f6671cbf0429ae9806042b545,3bc7a8ca32a4da6a7beb95fb4949fbf5,e35b0afc81cc59e43ff809102442a118,f9be93d2c511d894d208f7c02a07cad6,a4faa972f6740d3f5ac99821b8f6900f,219ca739bd6e73f7e89c24edb7eee9f7,"5c9d8e0696905ac087187b9a082331fc, 0da99c90906851a2939dd57c4f024d90",68ba326151c3c611de1214ea0bf07a58,2025-06-24,2025-06-24,,
10598278,36061,00754-0025,10598278,US,NY,325 W 30TH ST,"NEW YORK, NY 10001",NEW YORK,ExaStr,"325 W 30TH ST, NEW YORK, NY 10001",10001,2838,C015,Rooftop,40.750355,-73.996380,0.0,"CO36061, CS3644919, DB3600077, ND0000571715, ND0000571725, PL3651000, RS0004912650, SB0000105725, SB0000139184, SB0000142786, SB0000151673, ZI10001",760ad60f6671cbf0429ae9806042b545,3bc7a8ca32a4da6a7beb95fb4949fbf5,e35b0afc81cc59e43ff809102442a118,f9be93d2c511d894d208f7c02a07cad6,a4faa972f6740d3f5ac99821b8f6900f,219ca739bd6e73f7e89c24edb7eee9f7,"0da99c90906851a2939dd57c4f024d90, 5c9d8e0696905ac087187b9a082331fc",68ba326151c3c611de1214ea0bf07a58,2025-06-24,2025-06-24,682e30391d694caf93cbe089da241eed,
10598279,36061,00754-0034,10598279,US,NY,307 W 30TH ST,"NEW YORK, NY 10001",NEW YORK,ExaStr,"307 W 30TH ST, NEW YORK, NY 10001",10001,2703,C015,Rooftop,40.750097,-73.995767,0.0,"CO36061, CS3644919, DB3600077, ND0000571715, ND0000571725, PL3651000, SB0000105725, SB0000139184, SB0000142786, SB0000151673, ZI10001",760ad60f6671cbf0429ae9806042b545,3bc7a8ca32a4da6a7beb95fb4949fbf5,e35b0afc81cc59e43ff809102442a118,f9be93d2c511d894d208f7c02a07cad6,a4faa972f6740d3f5ac99821b8f6900f,219ca739bd6e73f7e89c24edb7eee9f7,"0da99c90906851a2939dd57c4f024d90, 5c9d8e0696905ac087187b9a082331fc",68ba326151c3c611de1214ea0bf07a58,2025-06-24,2025-06-24,,
10598285,36061,00754-0035,10598285,US,NY,305 W 30TH ST,"NEW YORK, NY 10001",NEW YORK,ExaStr,"305 W 30TH ST, NEW YORK, NY 10001",10001,2703,C015,Rooftop,40.750064,-73.995688,0.0,"CO36061, CS3644919, DB3600077, ND0000571715, ND0000571725, PL3651000, RS0004912650, SB0000105725, SB0000139184, SB0000142786, SB0000151673, ZI10001",760ad60f6671cbf0429ae9806042b545,3bc7a8ca32a4da6a7beb95fb4949fbf5,e35b0afc81cc59e43ff809102442a118,f9be93d2c511d894d208f7c02a07cad6,a4faa972f6740d3f5ac99821b8f6900f,219ca739bd6e73f7e89c24edb7eee9f7,"0da99c90906851a2939dd57c4f024d90, 5c9d8e0696905ac087187b9a082331fc",68ba326151c3c611de1214ea0bf07a58,2025-06-24,2025-06-24,,
10600808,36061,00834-0028,10600808,US,NY,23 W 32ND ST,"NEW YORK, NY 10001",NEW YORK,ExaStr,"23 W 32ND ST, NEW YORK, NY 10001",10001,3801,C021,Rooftop,40.747883,-73.986660,0.0,"CO36061, CS3644919, DB3600077, ND0000006500, ND0000571725, PL3651000, SB0000105725, SB0000139184, SB0000142786, SB0000151673, ZI10001",760ad60f6671cbf0429ae9806042b545,3bc7a8ca32a4da6a7beb95fb4949fbf5,e35b0afc81cc59e43ff809102442a118,f9be93d2c511d894d208f7c02a07cad6,624115f06414ff7101a233008d3ef4f7,219ca739bd6e73f7e89c24edb7eee9f7,"0da99c90906851a2939dd57c4f024d90, 5c9d8e0696905ac087187b9a082331fc",68ba326151c3c611de1214ea0bf07a58,2025-06-24,2025-06-24,,
11317513,36061,00723-1041,11317513,US,NY,263 9TH AVE APT 9A,"NEW YORK, NY 10001",NEW YORK,ExaStr,"263 9TH AVE APT 9A, NEW YORK, NY 10001",10001,6607,C028,Rooftop,40.748340,-74.000384,0.0,"CO36061, CS3644919, DB3600077, ND0000571715, ND0000571725, PL3651000, RS0004915220, SB0000105725, SB0000139184, SB0000142786, SB0000151673, ZI10001",760ad60f6671cbf0429ae9806042b545,3bc7a8ca32a4da6a7beb95fb4949fbf5,e35b0afc81cc59e43ff809102442a118,f9be93d2c511d894d208f7c02a07cad6,a4faa972f6740d3f5ac99821b8f6900f,219ca739bd6e73f7e89c24edb7eee9f7,"0da99c90906851a2939dd57c4f024d90, 5c9d8e0696905ac087187b9a082331fc",68ba326151c3c611de1214ea0bf07a58,2025-06-24,2025-06-24,d7595e91c8bd36d4efee524027f41795,
12448827,36061,00700-0036,12448827,US,NY,327 10TH AVE,"NEW YORK, NY 10001",NEW YORK,ExaStr,"327 10TH AVE, NEW YORK, NY 10001",10001,1404,C071,Rooftop,40.751479,-74.001817,0.0,"CO36061, CS3644919, DB3600077, ND0000571715, ND0000571725, PL3651000, SB0000105725, SB0000139184, SB0000142786, SB0000151673, ZI10001",760ad60f6671cbf0429ae9806042b545,3bc7a8ca32a4da6a7beb95fb4949fbf5,e35b0afc81cc59e43ff809102442a118,f9be93d2c511d894d208f7c02a07cad6,a4faa972f6740d3f5ac99821b8f6900f,219ca739bd6e73f7e89c24edb7eee9f7,"0da99c90906851a2939dd57c4f024d90, 5c9d8e0696905ac087187b9a082331fc",68ba326151c3c611de1214ea0bf07a58,2025-06-24,2025-06-24,,
